record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,final_class,classification_changed,confidence,evidence_level,consensus,needs_human_review,reasoning
REC_0165,03,P00178,CYP2B4,1-[PHENYL-(4-PHENYLPHENYL)-METHYL]IMIDAZOLE,2BDM,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,三方一致：INHIBITOR。Gemini文献（联苯咪唑，PMID:16361250），Codex结构（Fe-N=2.13Å）。任务02分类正确。
REC_0166,03,P00178,CYP2B4,1-(biphenyl-4-ylmethyl)-1H-imidazole,3G5N,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,三方一致：INHIBITOR。Gemini文献（PMID:20684615），Codex结构（Fe-N=2.0-2.25Å）。任务02分类正确。
REC_0167,03,P00178,CYP2B4,"2-{[(3alpha,5alpha,7alpha,8alpha,10alpha,12alpha,17alpha)-3,12-bis{2-[(4-O-alpha-D-glucopyranosyl-beta-D-glucopyranosyl)oxy]ethoxy}cholan-7-yl]oxy}ethyl 4-O-alpha-D-glucopyranosyl-beta-D-glucopyranoside",3KW4,unknown,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,三方一致：EXCLUDE。复杂糖苷化合物为洗涤剂/结晶添加剂。任务02分类正确。
REC_0168,03,P00178,CYP2B4,ticlopidine,3KW4,unknown,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,True,False,三方一致：SUBSTRATE。Gemini文献（机制性失活剂，Ki~2-5μM，PMID:20815363），Codex结构（Fe=3.76Å，无配位）。任务02分类正确。
REC_0169,03,P00178,CYP2B4,5-CYCLOHEXYL-1-PENTYL-BETA-D-MALTOSIDE,3MVR,unknown,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,三方一致：EXCLUDE。Cymal-5洗涤剂用于膜蛋白溶解，无血红素配体。任务02分类正确。
REC_0170,03,P00178,CYP2B4,(4-tert-butylphenyl)acetaldehyde,3R1B,unknown,PRODUCT,PRODUCT,False,HIGH,A,False,False,证据有分歧但采纳PRODUCT：Gemini文献明确为产物（PMID:21510666），Codex结构显示共价连接Thr302。虽然Codex标为INHIBITOR，但文献证据表明这是母体化合物tBPA失活产生的醛代谢物。采纳PRODUCT。
REC_0171,03,P00178,CYP2B4,Amlodipine,3TMZ,unknown,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,False,False,证据冲突但采纳SUBSTRATE：Gemini文献指出氨氯地平结合活性位点和通道（PMID:22909231），作为CYP底物代谢。Codex结构显示Fe-N=2.05Å配位，但这可能是抑制剂样结合模式。综合考虑氨氯地平是已知的CYP底物，采纳SUBSTRATE分类。
REC_0172,04,,CYP2B4,phenanthren-9-ylacetaldehyde,3UAS,unknown,PRODUCT,PRODUCT,False,HIGH,B,True,False,三方验证确认Task 02分类正确。Acetaldehyde oxidation product. Very high confidence as PRODUCT.
REC_0173,04,,CYP2B4,TRIS(HYDROXYETHYL)AMINOMETHANE,3UAS,unknown,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,三方验证确认Task 02分类正确。Tris buffer. Correct classification as EXCLUDE.
REC_0174,04,,CYP2B4,Clopidogrel,4H1N,unknown,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,True,False,三方验证确认Task 02分类正确。Clopidogrel is an antiplatelet prodrug metabolized by CYPs. Medium-high confidence as SUBSTRATE.
REC_0175,04,,CYP2B4,Paroxetine,4JLT,unknown,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"三方验证确认Task 02分类正确。Paroxetine is a well-known SSRI antidepressant and potent CYP2B6 inhibitor. Original was low-medium confidence, but this is well-documented experimentally. Very high confidence as INHIBITOR."
REC_0176,04,,CYP2B4,"3,6,9,12,15,18-hexaoxahexacosan-1-ol",5IUT,product,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。This is a PEG-like compound (polyethylene glycol derivative), likely a crystallization artifact or buffer component, not an enzymatic product. Correctly classified as EXCLUDE."
REC_0177,04,,CYP2C5,SAMARIUM (III) ION,1DT6,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Samarium ion is a lanthanide metal ion, used in crystallography. Not a substrate, inhibitor, or product. Correctly classified as EXCLUDE."
REC_0178,04,,CYP2C5,4-METHYL-N-METHYL-N-(2-PHENYL-2H-PYRAZOL-3-YL)BENZENESULFONAMIDE,1N6B,inhibitor,INHIBITOR,SUBSTRATE,True,MEDIUM,A,True,False,"任务02错误：将SUBSTRATE误判为INHIBITOR。Gemini文献(PMID:12767218)提供代谢证据：Km=5-13µM, kcat=16-90 min⁻¹。虽然也可作为竞争性抑制剂，但有代谢活性应分类为SUBSTRATE。"
REC_0179,04,,CYP2C5,"2-[2,6-DICHLOROPHENYL)AMINO]BENZENEACETIC ACID",1NR6,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"三方验证确认Task 02分类正确。This is diclofenac, a well-known NSAID metabolized by CYP2C family enzymes. Extensively studied substrate with known metabolic pathways. Very high confidence as SUBSTRATE."
REC_0180,04,,CYP101A1 (P450cam),BENZENE,1CP4,unknown,INHIBITOR,INHIBITOR,False,MEDIUM,B,True,False,三方验证确认Task 02分类正确。Benzene can bind to P450cam active site but is not the natural substrate. Acts as a competitive ligand/inhibitor. Medium-high confidence as INHIBITOR.
REC_0181,04,,CYP101A1 (P450cam),OXYGEN ATOM,1DZ9,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Oxygen atom is not a substrate molecule but part of the catalytic mechanism. Should be EXCLUDE, not substrate/inhibitor/product."
REC_0182,04,,CYP101A1 (P450cam),N-BUTYL ISOCYANIDE,1GEK,unknown,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,三方验证确认Task 02分类正确。Isocyanides are well-known P450 inhibitors that coordinate to the heme iron. N-butyl isocyanide is a classic P450 inhibitor. High confidence as INHIBITOR.
REC_0183,04,,CYP101A1 (P450cam),N-(2-FERROCENYLETHYL)MALEIMIDE,1GJM,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Ferrocene-labeled compound used as synthetic probe or electrochemical reagent. Not a natural substrate, inhibitor, or product. Correctly classified as EXCLUDE."
REC_0184,04,,CYP101A1 (P450cam),"1,3,5-TRICHLORO-BENZENE",1J51,unknown,INHIBITOR,INHIBITOR,False,MEDIUM,B,True,False,三方验证确认Task 02分类正确。Trichlorobenzene is a halogenated aromatic that can bind to P450cam. Acts as a competitive ligand rather than substrate. Medium confidence as INHIBITOR.
REC_0185,04,,CYP101A1 (P450cam),CACODYLATE ION,1K2O,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Cacodylate is a common crystallography buffer component. Not a substrate, inhibitor, or product. Correctly classified as EXCLUDE."
REC_0186,04,,CYP101A1 (P450cam),"DELTA-BIS(2,2-BIPYRIDINE)-(5-METHYL-2-2-BIPYRIDINE)-C2-ADAMANTANE RUTHENIUM (II)",1K2O,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Ruthenium bipyridine complex used as electron transfer probe or photosensitizer in research. Not a substrate, inhibitor, or enzymatic product. EXCLUDE."
REC_0187,04,,CYP101A1 (P450cam),"LAMBDA-BIS(2,2-BIPYRIDINE)-(5-METHYL-2-2-BIPYRIDINE)-C2-ADAMANTANE RUTHENIUM (II)",1K2O,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Lambda isomer of ruthenium bipyridine complex, similar to REC_0186. Research probe for electron transfer studies. EXCLUDE."
REC_0188,04,,CYP101A1 (P450cam),(+)-alpha-Pinene,1MPW,unknown,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,True,False,三方验证确认Task 02分类正确。Alpha-pinene is a monoterpene that can be hydroxylated by P450cam. Known alternative substrate to camphor. Medium-high confidence as SUBSTRATE.
REC_0189,04,,CYP101A1 (P450cam),(S)-3-(1-METHYLPYRROLIDIN-2-YL)PYRIDINE,1P2Y,unknown,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"三方验证确认Task 02分类正确。This is (S)-nicotine, a well-studied P450 inhibitor. Pyridine ring coordinates to heme iron. High confidence as INHIBITOR."
REC_0190,04,,CYP101A1 (P450cam),"1-(N-IMIDAZOLYL)-2-HYDROXY-2-(2,3-DICHLOROPHENYL)OCTANE",1PHB,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,三方验证确认Task 02分类正确。Imidazole derivative that binds to heme iron. Original classification as inhibitor is correct. High confidence as INHIBITOR.
REC_0191,04,,CYP101A1 (P450cam),1-phenyl-1H-imidazole,1PHD,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,三方验证确认Task 02分类正确。Phenylimidazole is a classic P450 inhibitor. Imidazole nitrogen coordinates to heme iron. Original classification correct. HIGH confidence as INHIBITOR.
REC_0192,04,,CYP101A1 (P450cam),2-phenyl-1H-imidazole,1PHE,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,三方验证确认Task 02分类正确。2-phenylimidazole is a positional isomer of 1-phenylimidazole. Also a strong P450 inhibitor. Original classification correct. HIGH confidence as INHIBITOR.
REC_0193,04,,CYP101A1 (P450cam),4-PHENYL-1H-IMIDAZOLE,1PHF,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,三方验证确认Task 02分类正确。4-phenylimidazole is another phenylimidazole isomer. Strong P450 inhibitor via heme coordination. Original classification correct. HIGH confidence as INHIBITOR.
REC_0194,04,,CYP101A1 (P450cam),METYRAPONE,1PHG,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,三方验证确认Task 02分类正确。Metyrapone is a classical diagnostic P450 inhibitor. Widely used in clinical and research settings. Original classification correct. Very high confidence as INHIBITOR.
REC_0195,04,,CYP101A1 (P450cam),"DELTA-BIS(2,2-BIPYRIDINE)-(5-METHYL-2-2-BIPYRIDINE)-C9-ADAMANTANE RUTHENIUM (II)",1QMQ,substrate,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,"三方验证确认Task 02分类正确。This is a ruthenium bipyridine complex with adamantane linker, used as photosensitizer or electron transfer probe. Not an enzymatic substrate despite adamantane moiety. Should be EXCLUDE not substrate"
REC_0196,04,,CYP101A1 (P450cam),ADAMANTANE-1-CARBOXYLIC ACID-5-DIMETHYLAMINO-NAPHTHALENE-1-SULFONYLAMINO-OCTYL-AMIDE,1RE9,unknown,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,"三方验证确认Task 02分类正确。This is a dansyl (dimethylaminonaphthalene) fluorescent probe tethered to adamantane. Synthetic probe for structural studies, not a substrate/inhibitor/product. EXCLUDE."
REC_0197,04,,CYP101A1 (P450cam),ADAMANTANE-1-CARBOXYLIC ACID-5-DIMETHYLAMINO-NAPHTHALENE-1-SULFONYLAMINO-BUTYL-AMIDE,1RF9,unknown,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,"三方验证确认Task 02分类正确。Another dansyl fluorescent probe with shorter butyl linker. Similar to REC_0196, synthetic probe for research. EXCLUDE."
REC_0198,04,,CYP101A1 (P450cam),XENON,1UYU,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Xenon is a noble gas used in xenon derivative crystallography for phasing. Not a substrate, inhibitor, or product. EXCLUDE."
REC_0199,04,,CYP101A1 (P450cam),OXYGEN MOLECULE,2A1O,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,三方验证确认Task 02分类正确。O2 is the co-substrate for P450 catalysis but not the primary substrate. Should be EXCLUDE from substrate/inhibitor/product classification.
REC_0200,04,,CYP101A1 (P450cam),PROTOPORPHYRIN IX CONTAINING MN,2FE6,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Manganese protoporphyrin is a modified cofactor/heme analog used in mechanistic studies. Not a substrate, inhibitor, or product. EXCLUDE."
REC_0201,04,,CYP101A1 (P450cam),"1,2,3,4,5-PENTACHLOROBENZENE",2GQX,unknown,INHIBITOR,INHIBITOR,False,MEDIUM,B,True,False,三方验证确认Task 02分类正确。Pentachlorobenzene is a highly chlorinated aromatic that binds to P450cam active site. Acts as competitive ligand/inhibitor rather than substrate. Medium confidence as INHIBITOR.
REC_0202,04,,CYP101A1 (P450cam),1-METHYLIMIDAZOLE,2H7R,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"三方验证确认Task 02分类正确。1-methylimidazole is a classic P450 inhibitor, imidazole coordinates to heme iron. Original classification correct. HIGH confidence as INHIBITOR."
REC_0203,04,,CYP101A1 (P450cam),7-METHYL-7-DEPROPIONATEHEMIN,2Z97,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Modified hemin/heme analog used for mechanistic or structural studies. Not a substrate, inhibitor, or enzymatic product. EXCLUDE."
REC_0204,04,,CYP101A1 (P450cam),6-METHY-6-DEPROPIONATEHEMIN,2ZAW,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Another modified hemin/heme analog. Similar to REC_0203, used for research purposes. EXCLUDE."
REC_0205,04,,CYP101A1 (P450cam),"N-{15-oxo-19-[(3aS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]-4,7,10-trioxa-14-azanonadec-1-yl}-N-(8-{[(3S,5S,7S)-tricyclo[3.3.1.1~3,7~]dec-1-ylcarbonyl]amino}octyl)pentanediamide",3OIA,substrate,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,三方验证确认Task 02分类正确。This is a complex biotinylated probe (biotin-PEG-adamantane) used for affinity studies or structural analysis. Not an enzymatic substrate despite adamantane moiety. Should be EXCLUDE.
REC_0206,04,,CYP101A1 (P450cam),"(1R,3S,5R,7S)-N-[8-({[5-(dimethylamino)naphthalen-1-yl]sulfonyl}amino)octyl]-3-hydroxytricyclo[3.3.1.1~3,7~]decane-1-carboxamide",3OL5,substrate,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,"三方验证确认Task 02分类正确。Dansyl fluorescent probe tethered to hydroxyadamantane. Synthetic probe for structural studies, not an enzymatic substrate. Should be EXCLUDE."
REC_0207,04,,CYP101A1 (P450cam),"(3S,5S,7S)-N-(2-{2-[2-({[5-(dimethylamino)naphthalen-1-yl]sulfonyl}amino)ethoxy]ethoxy}ethyl)tricyclo[3.3.1.1~3,7~]decane-1-carboxamide",3P6O,substrate,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,"三方验证确认Task 02分类正确。Dansyl probe with PEG linker attached to adamantane. Research tool for structural studies, not an enzymatic substrate. Should be EXCLUDE."
REC_0208,04,,CYP101A1 (P450cam),"(3S,5S,7S)-N-[6-({5-[(3aS,4S,6aR)-2-oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoyl}amino)hexyl]tricyclo[3.3.1.1~3,7~]decane-1-carboxamide",3P6P,substrate,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,三方验证确认Task 02分类正确。Biotinylated adamantane probe for affinity or structural studies. Not an enzymatic substrate. Should be EXCLUDE.
REC_0209,04,,CYP101A1 (P450cam),"N-[8-({[5-(dimethylamino)naphthalen-1-yl]sulfonyl}amino)octyl]-2-[(3S,5S,7S)-tricyclo[3.3.1.1~3,7~]dec-1-yl]acetamide",3P6T,substrate,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,"三方验证确认Task 02分类正确。Dansyl fluorescent probe with adamantylacetamide. Synthetic research tool, not an enzymatic substrate. Should be EXCLUDE."
REC_0210,04,,CYP101A1 (P450cam),"N-[8-({[5-(dimethylamino)naphthalen-1-yl]sulfonyl}amino)octyl]-3-[(3S,5S,7S)-tricyclo[3.3.1.1~3,7~]dec-1-yl]propanamide",3P6X,substrate,EXCLUDE,EXCLUDE,False,MEDIUM,D,True,False,"三方验证确认Task 02分类正确。Dansyl fluorescent probe with adamantylpropanamide. Synthetic research tool, not an enzymatic substrate. Should be EXCLUDE."
REC_0211,04,,CYP101A1 (P450cam),ADAMANTANE,4CPP,substrate,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,True,False,三方验证确认Task 02分类正确。Adamantane is a known alternative substrate for P450cam. Can be hydroxylated though less efficiently than camphor. Original classification correct. Medium-high confidence as SUBSTRATE.
REC_0212,04,,CYP101A1 (P450cam),"S-[(1-oxyl-2,2,5,5-tetramethyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate",4EK1,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。This is a TEMPO (nitroxide radical) derivative used as spin label or redox probe. Not a substrate, inhibitor, or product. EXCLUDE."
REC_0213,04,,CYP101A1 (P450cam),"1,1-hexane-1,6-diyldipyrrolidine-2,5-dione",4JX1,substrate,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,三方验证确认Task 02分类正确。This is a bis-maleimide crosslinker used for protein modification or structural studies. Not an enzymatic substrate. Should be EXCLUDE.
REC_0214,04,,CYP101A1 (P450cam),N-(pyren-1-yl)acetamide,4KKY,substrate,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Pyrene-labeled acetamide used as fluorescent probe. Not an enzymatic substrate, used for spectroscopic studies. Should be EXCLUDE."
REC_0215,04,,CYP101A1 (P450cam),CAMPHOR,4L4E,substrate,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,三方验证确认Task 02分类正确。Camphor is the canonical natural substrate of P450cam. Extensively studied with well-characterized kinetics. Original classification correct. Very high confidence as SUBSTRATE.
REC_0216,04,,CYP101A1 (P450cam),CYANIDE ION,4L4E,substrate,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Cyanide ion coordinates to heme iron and acts as inhibitor. Not a substrate for hydroxylation. Should be EXCLUDE (or INHIBITOR, but typically classified as EXCLUDE for small ions)."
REC_0217,04,,CYP101A1 (P450cam),ADAMANTANONE,5CPP,substrate,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,True,False,"三方验证确认Task 02分类正确。Adamantanone is an alternative substrate for P450cam, related to adamantane. Can undergo further oxidation. Original classification correct. Medium-high confidence as SUBSTRATE."
REC_0218,04,,CYP101A1 (P450cam),FE2/S2 (INORGANIC) CLUSTER,5GXG,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Iron-sulfur cluster is a cofactor, not a substrate, inhibitor, or product. EXCLUDE."
REC_0219,04,,CYP101A1 (P450cam),CAMPHANE,6CPP,substrate,SUBSTRATE,SUBSTRATE,False,HIGH,B,True,False,三方验证确认Task 02分类正确。Camphane is a saturated camphor analog and alternative substrate for P450cam. Well-studied substrate. Original classification correct. High confidence as SUBSTRATE.
REC_0220,04,,CYP101A1 (P450cam),5-EXO-HYDROXYCAMPHOR,6WFL,substrate,PRODUCT,PRODUCT,False,HIGH,A,True,False,"三方验证确认Task 02分类正确。5-exo-hydroxycamphor is the major product of camphor hydroxylation by P450cam, not the substrate. This is substrate/product confusion trap. Should be PRODUCT not substrate."
REC_0221,04,,CYP101A1 (P450cam),NORCAMPHOR,7CPP,substrate,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,三方验证确认Task 02分类正确。Norcamphor is a well-characterized substrate for P450cam. Camphor analog with documented catalytic activity. Original classification correct. High confidence as SUBSTRATE.
REC_0222,04,,CYP101A1 (P450cam),THIOCAMPHOR,8CPP,substrate,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,三方验证确认Task 02分类正确。Thiocamphor is a sulfur analog of camphor and substrate for P450cam. Well-studied substrate. Original classification correct. High confidence as SUBSTRATE.
REC_0223,04,,CYP1A1,2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE,4I8V,unknown,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"三方验证确认Task 02分类正确。This is alpha-naphthoflavone (ANF), a classical and potent CYP1A1 inhibitor widely used in research. Very high confidence as INHIBITOR."
REC_0224,04,,CYP1A1,NITRATE ION,4I8V,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。Nitrate ion is a crystallization artifact or buffer component. Not a substrate, inhibitor, or product. EXCLUDE."
REC_0225,04,,CYP1A1,3-[(3-CHOLAMIDOPROPYL)DIMETHYLAMMONIO]-1-PROPANESULFONATE,6DWM,unknown,EXCLUDE,EXCLUDE,False,HIGH,D,True,False,"三方验证确认Task 02分类正确。This is CHAPS detergent used for protein solubilization and crystallization. Not a substrate, inhibitor, or product. EXCLUDE."
REC_0226,04,,CYP1A1,"4-{[(2E)-3,7-dimethylocta-2,6-dien-1-yl]oxy}-7H-furo[3,2-g][1]benzopyran-7-one",6DWM,unknown,INHIBITOR,INHIBITOR,False,MEDIUM,B,True,False,"三方验证确认Task 02分类正确。This is bergamottin, a furanocoumarin found in grapefruit juice. Known mechanism-based inhibitor of CYP1A and CYP3A enzymes. Medium-high confidence as INHIBITOR."
REC_0227,04,,CYP1A1,"[6,7-BIS(2-METHOXY-ETHOXY)QUINAZOLINE-4-YL]-(3-ETHYNYLPHENYL)AMINE",6DWN,unknown,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,True,False,"三方验证确认Task 02分类正确。This is erlotinib, an EGFR tyrosine kinase inhibitor anticancer drug. Metabolized by CYP1A1 and CYP3A4. Medium-high confidence as SUBSTRATE."
REC_0228,04,,CYP1A1,"[(1S)-1-(chloromethyl)-1,6-dihydropyrrolo[3,2-e]indol-3(2H)-yl](5-methoxy-1H-indol-2-yl)methanone",6UDL,unknown,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,True,False,三方验证确认Task 02分类正确。This is a duocarmycin prodrug being studied for bioactivation by CYP1A1 in cancer therapy. Acts as substrate for metabolic activation. Medium confidence as SUBSTRATE.
REC_0229,05,,CYP11A1 (cholesterol side-chain cleavage),CHOLESTEROL,3N9Y,SUBSTRATE,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini文献(Km=38μM, PMID:38006947) + Codex结构(Fe-C22=4.31Å, 活性位点结合) 均确认为SUBSTRATE。胆固醇是CYP11A1的经典底物。"
REC_0230,05,,CYP11A1 (cholesterol side-chain cleavage),FE2/S2 (INORGANIC) CLUSTER,3N9Y,SUBSTRATE,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,Gemini + Codex均确认：Fe2S2 cluster是Adrenodoxin的辅基（用于电子传递），不是CYP11A1的底物/抑制剂。正确分类为EXCLUDE。
REC_0231,05,,CYP11A1 (cholesterol side-chain cleavage),"(3alpha,8alpha,22R)-cholest-5-ene-3,22-diol",3N9Z,SUBSTRATE,PRODUCT,PRODUCT,False,MEDIUM,B,False,False,Gemini认为SUBSTRATE(Intermediate)有Km数据，Codex认为PRODUCT(Fe-O配位2.57Å为产物态)。22-hydroxycholesterol是中间产物，既是Step1产物也是Step2底物。结构上Fe-O配位表明产物态结合，维持PRODUCT分类。
REC_0232,05,,CYP11A1 (cholesterol side-chain cleavage),"(3alpha,8alpha,22R)-cholest-5-ene-3,20,22-triol",3NA0,SUBSTRATE,PRODUCT,SUBSTRATE,True,HIGH,A,True,False,"任务02错误：将SUBSTRATE误判为PRODUCT。20,22-dihydroxycholesterol虽是第二步产物，但它是反应中间体，会被CYP11A1进一步代谢成pregnenolone。Gemini文献(kcat/Km数据，PMID:21882046) + Codex结构(活性位点催化定位) 均确认为SUBSTRATE。纠正分类。"
REC_0233,05,,CYP11A1 (cholesterol side-chain cleavage),"(3alpha,8alpha)-cholest-5-ene-3,20-diol",3NA1,SUBSTRATE,PRODUCT,SUBSTRATE,True,HIGH,A,False,False,"任务02错误：将SUBSTRATE误判为PRODUCT。虽然20-hydroxycholesterol是已羟基化分子（Codex结构显示product-like），但Gemini文献(PMID:6438068,3550307)明确表明它是CYP11A1的高效底物，可被代谢成pregnenolone，代谢速率≥胆固醇。文献代谢数据优先于结构外观。纠正分类。"
REC_0234,05,,P450_P05177,2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE,2HI4,UNKNOWN,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"Gemini文献(Ki=1.4-7.5nM, PMID:12758162) + Codex结构(活性位点竞争性阻断) 均确认为INHIBITOR。Alpha-naphthoflavone是经典CYP1A2抑制剂。"
REC_0235,05,,CYP2E1,4-methyl-1H-pyrazole,3E4E,INHIBITOR,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"Gemini文献(Ki=12μM, PMID:2243344) + Codex结构(Type II Fe-N配位1.58-1.72Å) 均确认为INHIBITOR。4-methylpyrazole是典型的CYP2E1 Type II抑制剂。"
REC_0236,05,,CYP2E1,1H-indazole,3E6I,INHIBITOR,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"Gemini文献(Ki=0.12μM, PMID:18056994) + Codex结构(Type II Fe-N配位2.19-2.22Å) 均确认为INHIBITOR。"
REC_0237,05,,CYP2E1,10-(1H-imidazol-1-yl)decanoic acid,3GPH,UNKNOWN,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini文献(PMID:33769703) + Codex结构(Type II Fe-N配位2.34-2.44Å) 均确认为INHIBITOR。
REC_0238,05,,CYP2E1,8-(1H-imidazol-1-yl)octanoic acid,3KOH,UNKNOWN,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini + Codex均确认INHIBITOR。Type II Fe-N配位。
REC_0239,05,,CYP2E1,"(3S,4R)-3-ethyl-4-[(1-methyl-1H-imidazol-5-yl)methyl]dihydrofuran-2(3H)-one",3T3Z,UNKNOWN,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"Gemini文献(IC50=10μM, PMID:9393990) + Codex结构(Type II Fe-N配位2.18-2.21Å) 均确认为INHIBITOR。"
REC_0240,05,,P450_P08686,PROGESTERONE,4Y8W,SUBSTRATE,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini文献(Km~30-100μM, PMID:9328296, 10423249) + Codex结构(Type I-like, 无Fe配位) 均确认为SUBSTRATE。"
REC_0241,05,,P450_P0A515,2-azanyl-5-chloranyl-benzamide,5EDT,UNKNOWN,SUBSTRATE,EXCLUDE,False,MEDIUM,C,False,False,[人工审核修正] 片段筛选工具，非真实底物/抑制剂，Fe距离10.75Å太远无法判断。原理由: 证据冲突：Gemini提示可能是inhibitor fragment用于筛选，Codex结构显示Fe距离10.75Å太远无法判断。此分子是小分子片段非真实底物/抑制剂。任务02分类为SUBSTRATE...
REC_0242,05,,P0DPQ7,Guaiacol,6HQL,UNKNOWN,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini文献(Km=60μM, PMID:29950589) + Codex结构(活性位点结合) 均确认为SUBSTRATE。"
REC_0243,05,,P0DPQ7,"2,6-dimethoxyphenol",6HQQ,UNKNOWN,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini文献(PMID:32989155, 29950589) + Codex结构(F169A突变体) 均确认为SUBSTRATE。此PDB为F169A突变体，可代谢syringol。"
REC_0244,05,,P0DPQ7,4-hydroxy-3-methoxybenzaldehyde,6YCM,PRODUCT,SUBSTRATE,SUBSTRATE,False,HIGH,B,True,False,Gemini文献(PMID:29950589) + Codex结构均确认SUBSTRATE。Vanillin含methoxy基团，可被GcoA demethylate。
REC_0245,05,,P0DPQ7,2-(hydroxymethyl)-6-methoxy-phenol,6YCO,UNKNOWN,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,True,False,Codex结构确认活性位点结合(Fe-O=5.22Å)。GcoA是aromatic O-demethylase，配体含methoxy基团可被demethylate。分类SUBSTRATE合理。
